APN,PROJECT NUMBER,NAME,DEVELOPMENT STAGE,CONSTRUCTION TYPE,SITE ADDRESS,SITE  COUNCIL DISTRICT,SITE #,SITE COMMUNITY,SITE UNITS,PROJECT TOTAL UNITS,HOUSING TYPE,SUPPORTIVE HOUSING,SH UNITS PER SITE,DATE FUNDED,LAHD FUNDED,LEVERAGE,TAX EXEMPT CONDUIT BOND,TDC,IN-SERVICE DATE,DEVELOPER,MANAGEMENT COMPANY,CONTACT PHONE,PHOTO,JOBS,PROJECT SUMMARY URL,CONTRACT NUMBERS,DATE STAMP,SITE LONGITUDE,SITE LATITUDE,GPS_COORDS ON MAP
5544025033,60057,BRICKER,In-Service,ACQUISITION + REHAB,"1671 N WESTERN AVE  Los Angeles, CA 90027",13,1,HOLLYWOOD,16,16,SENIORS,No,0,02/24/2007,627878,6465419,0,7093297,2011,"ADVANCED BUSINESS SOLUTIONS, LLC",BARKER MANAGEMENT INCORPORATED,(714) 553-3450,click here (http://hcidapp.lacity.org/mpphotos/060057/Photo/Website/060057.JPG),14,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=060057&LutSiteCD=1),C-111304,2024-08-05T00:00:00.000,-118.30957,34.10127,POINT (-118.30957 34.10127)
5016020005,19-125928,CHESTERFIELD (FKA 4719 NORMANDIE),In-Service,NEW CONSTRUCTION,"4719 S NORMANDIE AVE  Los Angeles, CA 90037",8,1,VERMONT SQUARE,43,43,SPECIAL NEEDS,Yes,42,11/05/2020,7484199,19295118,1723000,28502317,2022,Wakeland Housing and Development Corporation,CONAM,(858) 614-7376,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),261,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=19-125928&LutSiteCD=1),C-137316,2024-08-05T00:00:00.000,-118.30035,34.00034,POINT (-118.30035 34.00034)
5143020024,18-125047,INGRAHAM VILLA APARTMENTS,In-Service,NEW CONSTRUCTION,"1218 INGRAHAM ST  LOS ANGELES, CA 90017",1,1,WESTLAKE,121,121,SPECIAL NEEDS,Yes,90,08/28/2020,12000000,49320540,0,61320540,2023,Single Room Occupancy Housing  Corp. (SRO),SINGLE ROOM OCCUPANCY HOUSING CORPORATION,(213) 229-9640 x1033,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),467,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=18-125047&LutSiteCD=1),C-136386,2024-08-05T00:00:00.000,-118.26649,34.05258,POINT (-118.26649 34.05258)
5503024004,14-121119,LDK SENIOR APARTMENTS (SITE 2),In-Service,NEW CONSTRUCTION,"540 S KINGSLEY DR  Los Angeles, CA 90020",10,2,KOREATOWN,35,67,SENIORS,No,0,06/25/2014,7687337,17414515,212000,25313852,2016,"LTSC COMMUNITY DEVELOPMENT CORP,","LEVINE MANAGEMENT GROUP, INC.",(310) 358-3489,click here (http://hcidapp.lacity.org/mpphotos/14-121119/Photo/Website%20Site2/LDK%20540%20Kingley.png),199,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=14-121119&LutSiteCD=2),C-124124,2024-08-05T00:00:00.000,-118.30266,34.06422,POINT (-118.30266 34.06422)
5061014900,19-126544,WASHINGTON ARTS COLLECTIVE (SITE 2),In-Service,NEW CONSTRUCTION,"4600 W WASHINGTON BLVD  Los Angeles, CA 90016",10,2,LONGWOOD,23,56,FAMILY,Yes,11,10/25/2021,2097200,38762222,0,40859422,2024,"WAC, L.P.",THE JOHN STEWART COMPANY,(213) 833-1860,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),316,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=19-126544&LutSiteCD=2),C-139216,2024-08-05T00:00:00.000,-118.34029,34.03963,POINT (-118.34029 34.03963)
5148012009,60162,CHARLES COBB APARTMENTS,In-Service,NEW CONSTRUCTION,"521 S SAN PEDRO ST  Los Angeles, CA 90013",14,1,WHOLESALE DISTRICT,76,76,SPECIAL NEEDS,Yes,74,04/04/2008,3772148,16506143,0,20278291,2010,"SKID ROW HOUSING TRUST,",CHARLES COBB APARTMENTS LP,(213) 683-0522,click here (http://hcidapp.lacity.org/mpphotos/060162/Photo/Website/CD_9_-_Charles_Cobb_Apts.__-__060162[1].png),78,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=060162&LutSiteCD=1),C-113270,2024-08-05T00:00:00.000,-118.24454,34.04357,POINT (-118.24454 34.04357)
2654001052,70030,ORION GARDENS APARTMENTS,In-Service,ACQUISITION + NEW CONSTRUCTION,"8955 N ORION AVE 1-32  North Hills, CA 91343",7,1,NORTH HILLS,32,32,FAMILY,No,0,10/24/2007,3125520,11362911,0,14488431,2009,"DECRO ORION APARTMENTS, L.P.",TRILLIUM PROPERTY MANAGEMENT,(562) 997-9200,click here (http://hcidapp.lacity.org/mpphotos/070030/Photo/Website/DSCN2054.JPG),114,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=070030&LutSiteCD=1),C-112525,2024-08-05T00:00:00.000,-118.47234,34.23341,POINT (-118.47234 34.23341)
5124024010,15-122656,ST. JAMES PARK (SITE 3),In-Service,ACQUISITION + REHAB,"44 ST JAMES ST  Los Angeles, CA 90007",1,3,UNIVERSITY PARK,59,104,FAMILY,No,0,05/16/2016,0,27481703,9879228,37360931,2018,Retirement Housing Foundation,"FOUNDATION PROPERTY MANAGEMENT, INC.",(213) 746-9548,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=15-122656&LutSiteCD=3),,2024-08-05T00:00:00.000,-118.2809,34.03115,POINT (-118.2809 34.03115)
5154001023,70157,BONNIE BRAE VILLAGE,In-Service,ACQUISITION + NEW CONSTRUCTION,"208 S BONNIE BRAE ST 1-92  Los Angeles, CA 90057",1,1,TEMPLE-BEAUDRY,92,92,SENIORS,Yes,46,09/16/2008,10948429,22282386,0,33230815,2009,"ENHANCED AFFORDABLE DEV CO., LLC",AFFORDABLE LIVING FOR THE AGING,(213) 989-1550,click here (http://hcidapp.lacity.org/mpphotos/070157/Photo/Website/CD%2013%20-%20Bonnie%20Brae%20Village%20Apts..JPG),264,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=070157&LutSiteCD=1),C-114556,2024-08-05T00:00:00.000,-118.26862,34.06403,POINT (-118.26862 34.06403)
5032004903,30188,CRA: BUCKINGHAM PLACE SR. HOUSING,In-Service,NEW CONSTRUCTION,"4044 S BUCKINGHAM ROAD  Los Angeles, CA 90008",10,1,BALDWIN HILLS,69,69,SENIORS,No,0,09/14/2003,8500000,0,0,8500000,2012,"COMMUNITY REDEVELOPMENT AGENCY, LA",BARKER MANAGEMENT INCORPORATED,(714) 533-3450,click here (http://hcidapp.lacity.org/mpphotos/030188/Photo/Website/030188.JPG),228,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=030188&LutSiteCD=1),,2024-08-05T00:00:00.000,-118.3422,34.0133,POINT (-118.3422 34.0133)
2509003180,16-123141,VIVIENDAS DEL VALLE (RECAP) (SITE 3),In-Service,ACQUISITION + REHAB,"13230 N BROMONT AVE  SYLMAR, CA 91342",7,3,SYLMAR,18,100,FAMILY,No,0,12/20/2016,0,13824218,7875467,21699685,2017,Abode Communities,ABODE COMMUNITIES,(213) 225-2780,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=16-123141&LutSiteCD=3),C-128742,2024-08-05T00:00:00.000,-118.43817,34.31123,POINT (-118.43817 34.31123)
5539012022,20289,LA 78 PRESERVATION PROJECT (SITE 5),In-Service,N/A,"4131 W NORMAL AVE  Los Angeles, CA 90029",13,5,EAST HOLLYWOOD,10,78,N/A,No,0,12/23/2002,0,0,0,0,2004,N/A,"LEONARDO MANAGEMENT, INC.",(602) 350-2931,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=020289&LutSiteCD=5),,2024-08-05T00:00:00.000,-118.28575,34.08675,POINT (-118.28575 34.08675)
5160020051,11-118624,VISTA ANGELINA,In-Service,ACQUISITION + REHAB,"418 N EAST EDGEWARE ROAD  Los Angeles, CA 90026",1,1,TEMPLE-BEAUDRY,108,108,FAMILY,No,0,05/30/2012,0,9932434,6227000,16159434,2013,"The Related Companies, LP",RELATED MANAGEMENT CO.,(949) 660-390,click here (http://hcidapp.lacity.org/mpphotos/11-118624/Photo/Website/Vista%20Angelina%20png.png),82,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=11-118624&LutSiteCD=1),C-120462,2024-08-05T00:00:00.000,-118.25422,34.06608,POINT (-118.25422 34.06608)
5154035003,12-118876,KNOB HILL APTS.,In-Service,NEW CONSTRUCTION,"2403 W 4TH ST  Los Angeles, CA 90057",1,1,WESTLAKE,39,39,SPECIAL NEEDS,Yes,38,03/18/2013,1100000,13788616,0,14888616,2014,"Affordable Housing CDC, Inc.",TELACU PROPERTY MANAGEMENT,(323) 485-5110,click here (http://hcidapp.lacity.org/mpphotos/12-118876/Photo/Website/Nob%20Hills.png),139,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=12-118876&LutSiteCD=1),C-121873,2024-08-05T00:00:00.000,-118.27676,34.06415,POINT (-118.27676 34.06415)
5535012016,13-119154,HOLLYWOODLAND (SITE 4),In-Service,ACQUISITION + REHAB,"5155 W MARATHON ST  Los Angeles, CA 90038",13,4,MELROSE,16,82,SENIORS,No,0,11/21/2013,0,7946357,10500000,18446357,2014,Steele Properties LLC,"MONROE GROUP, LRD",(303) 322-8888,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),53,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=13-119154&LutSiteCD=4),,2024-08-05T00:00:00.000,-118.31064,34.085,POINT (-118.31064 34.085)
4107017040,21-128636,RED TAIL CROSSING (FKA KITE CROSSING),Development,NEW CONSTRUCTION,8333 S AIRPORT BLVD CA 90045,11,1,WESTCHESTER,102,102,FAMILY,Yes,40,12/15/2022,1200000,64631740,0,65831740,2024,Community Corporation of Santa Monica,N/A,N/A,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),602,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=21-128636&LutSiteCD=1),C-142175,2024-08-05T00:00:00.000,-118.38555,33.96252,POINT (-118.38555 33.96252)
5544030010,18-124671,PATH VILLAS HOLLYWOOD,In-Service,NEW CONSTRUCTION,"5627 W FERNWOOD AVE  HOLLYWOOD, CA 90028",13,1,HOLLYWOOD,60,60,SPECIAL NEEDS,Yes,59,02/12/2021,12320000,20448633,3120000,35888633,2023,PATH Ventures,THE JOHN STEWART COMPANY,N/A,click here (http://hcidapp.lacity.org/mpphotos/18-124671/Photo/Website/PATH%20Villas%20Hollywood.JPG),209,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=18-124671&LutSiteCD=1),C-137878,2024-08-05T00:00:00.000,-118.3119,34.09604,POINT (-118.3119 34.09604)
5037020016,30159,INGRAM PRESERVATION (SITE 7),In-Service,REHAB,"1075 W 39TH PL  Los Angeles, CA 90037",8,7,EXPOSITION PARK,12,140,LARGE FAMILY / WAIVER REQUIRED,No,0,06/17/2004,4900000,6637761,2790000,14327761,2005,"W.O.R.K.S.,","SOLARI ENTERPRISES, INC.",(714) 282-2520,click here (http://hcidapp.lacity.org/mpphotos/030159/Photo/Website%20Site7/IngramPres_107539th.png),21,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=030159&LutSiteCD=7),C-106779,2024-08-05T00:00:00.000,-118.29388,34.01423,POINT (-118.29388 34.01423)
5539007020,20289,LA 78 PRESERVATION PROJECT (SITE 6),In-Service,N/A,"4215 W BURNS AVE  Los Angeles, CA 90029",13,6,EAST HOLLYWOOD,10,78,N/A,No,0,12/23/2002,0,0,0,0,2004,N/A,"LEONARDO MANAGEMENT, INC.",(602) 350-2931,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=020289&LutSiteCD=6),,2024-08-05T00:00:00.000,-118.28503,34.0878,POINT (-118.28503 34.0878)
5544003001,10-117631,5555 HOLLYWOOD,In-Service,NEW CONSTRUCTION,"5555 W HOLLYWOOD BLVD  HOLLYWOOD, CA 90028",13,1,HOLLYWOOD,120,120,SENIORS,No,0,04/20/2011,4904920,37674763,0,42579683,2013,"META HOUSING CORPORATION,","WESTERN SENIORS HOUSING, INC.",(949) 748-8201,click here (http://hcidapp.lacity.org/mpphotos/10-117631/Photo/Website/10-117631.JPG),362,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=10-117631&LutSiteCD=1),C-118739,2024-08-05T00:00:00.000,-118.31132,34.1019,POINT (-118.31132 34.1019)
5114015049,15-122537,PAUL WILLIAMS FAMILY APARTMENTS,In-Service,BOTH REHAB AND NEW CONSTRUCTION,"1010 E JEFFERSON BLVD  LOS ANGELES, CA 90011",9,1,CENTRAL,41,41,FAMILY,No,0,05/30/2017,5920435.37,17380342,0,23300777.37,2019,Hollywood Community Housing Corporation,BARKER MANAGEMENT INCORPORATED,(714) 533-3450,click here (http://hcidapp.lacity.org/mpphotos/15-122537/Photo/Website/Paul%20Williams%201.jpg),192,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=15-122537&LutSiteCD=1),"C-126859,C-129357",2024-08-05T00:00:00.000,-118.258,34.01202,POINT (-118.258 34.01202)
5546022024,40011,AFTON PLACE,In-Service,ACQUISITION + REHAB,"6231 W AFTON PL  Los Angeles, CA 90028",13,1,HOLLYWOOD,71,71,SENIORS,No,0,12/04/2004,1732830,5188563,1830000,8751393,2005,"AFTON PLACE SENIOR APARTMENTS, L.P.","LEVINE MANAGEMENT GROUP, INC",(310) 358-3489,click here (http://hcidapp.lacity.org/mpphotos/040011/Photo/Website/CD%2013%20-%20Afton%20Place.JPG),15,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=040011&LutSiteCD=1),C-107692,2024-08-05T00:00:00.000,-118.32507,34.09539,POINT (-118.32507 34.09539)
5147029002,20277,NEW TERMINAL HOTEL,In-Service,REHAB,"901 E 7TH ST  Los Angeles, CA 90021",14,1,WHOLESALE DISTRICT,40,40,SPECIAL NEEDS,Yes,39,02/06/2003,2115000,3342950,0,5457950,2005,SRO Housing Corp,SRO HOUSING CORPORATION,(213) 229-9641,click here (http://hcidapp.lacity.org/mpphotos/020277/Photo/Website/CD_14_-_New_Terminal[1].png),27,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=020277&LutSiteCD=1),C-104398,2024-08-05T00:00:00.000,-118.24417,34.03905,POINT (-118.24417 34.03905)
5501001800,21-128654,MONTESQUIEU MANOR,Development,NEW CONSTRUCTION,"316 N JUANITA AVE  LOS ANGELES, CA 90004",13,1,SILVERLAKE,53,53,SPECIAL NEEDS,Yes,52,02/10/2022,4747000,25063000,0,29810000,Development,Flexible PSH Solutions,JOHN STEWART,N/A,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=21-128654&LutSiteCD=1),C-139884,2024-08-05T00:00:00.000,-118.28931,34.07754,POINT (-118.28931 34.07754)
2654011022,70046,RAYEN APARTMENTS,In-Service,NEW CONSTRUCTION,"15320 W RAYEN ST 1-49  North Hills, CA 91343",6,1,NORTH HILLS,49,49,SPECIAL NEEDS,Yes,36,10/19/2007,4547648,10522216,0,15069864,2009,"A COMMUNITY OF FRIENDS,","BARKER MANAGEMENT, INC.",(213) 725-2897,click here (http://hcidapp.lacity.org/mpphotos/070046/Photo/Website/Rayen%20Apts.JPG),122,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=070046&LutSiteCD=1),C-112519,2024-08-05T00:00:00.000,-118.4668,34.23179,POINT (-118.4668 34.23179)
2328008008,14-121716,CREST APARTMENTS,In-Service,N/A,"13604 W SHERMAN WAY  Van Nuys, CA 91405",2,1,VALLEY GLEN,64,64,N/A,Yes,64,03/19/2015,4200000,19590200,0,23790200,2016,Skid Row Housing Trust,THE JOHN STEWART COMPANY,(213) 833-1860,click here (http://hcidapp.lacity.org/mpphotos/14-121716/Photo/Website/P9130382.png),174,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=14-121716&LutSiteCD=1),C-125421,2024-08-05T00:00:00.000,-118.4293,34.20102,POINT (-118.4293 34.20102)
5148013004,19-125932,6TH AND SAN JULIAN,In-Service,DEMO/NEW CONSTRUCTION,"401 E 6TH ST  Los Angeles, CA 90014",14,1,WHOLESALE DISTRICT,94,94,SPECIAL NEEDS,Yes,93,07/30/2021,12918436,47958390,0,60876826,2023,Mercy Housing California,MERCY HOUSING MANAGEMENT GROUP,(323) 440-5917,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),487,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=19-125932&LutSiteCD=1),C-138628,2024-08-05T00:00:00.000,-118.24586,34.04287,POINT (-118.24586 34.04287)
5137025004,06-117195,CONCORD APARTMENTS (GRP. A & B) (SITE 8),In-Service,REHAB,"1546 W 11TH PL  Los Angeles, CA 90015",1,8,PICO-UNION,16,232,FAMILY,No,0,07/31/2006,0,7334438,8579256,15913694,2008,"1755 EFM 2, LLC","ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=06-117195&LutSiteCD=8),,2024-08-05T00:00:00.000,-118.27528,34.04672,POINT (-118.27528 34.04672)
5005031038,23-130498,THE CARLTON (SITE 3),Development,NEW CONSTRUCTION,"5407 S WESTERN AVE  Los Angeles, CA 90062",8,3,WEST VERNON,0,60,SPECIAL NEEDS,Yes,0,04/09/2024,7771750,0,0,7771750,Development,N/A,N/A,N/A,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=23-130498&LutSiteCD=3),"C-145239,C-145361",2024-08-05T00:00:00.000,-118.30921,33.99294,POINT (-118.30921 33.99294)
6071001013,06-117222,WINDWARD APTS (A/B) (SITE 14),In-Service,REHAB,"636 E 108TH ST 1-4  Los Angeles, CA 90059",8,14,CENTURY PALMS/COVE,8,232,FAMILY,No,0,04/01/2006,0,7438473,4641342,12079815,2007,1755 EFM 2,"ALPHA PROPERTY MANAGEMENT, INC.",(323) 231-4174,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=06-117222&LutSiteCD=14),,2024-08-05T00:00:00.000,-118.26374,33.93817,POINT (-118.26374 33.93817)
6032019034,14-121272,MARTHA BRYANT MANOR- RECAP,In-Service,ACQUISITION + REHAB,"8300 S HOOVER ST  Los Angeles, CA 90044",8,1,VERMONT VISTA,77,77,FAMILY,No,0,02/27/2015,0,7558174,4410000,11968174,2016,"BARKER MANAGEMENT, INC.","LEVINE MANAGEMENT GROUP, INC.",(310) 358-3489,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=14-121272&LutSiteCD=1),,2024-08-05T00:00:00.000,-118.28659,33.96306,POINT (-118.28659 33.96306)
5180002014,14-121648,CIELITO LINDO (1ST AND SOTO APTS I),In-Service,NEW CONSTRUCTION,"2419 E 1ST ST  Los Angeles, CA 90033",14,1,BOYLE HEIGHTS,50,50,FAMILY,No,0,07/20/2015,959600,22124054,0,23083654,2017,East LA Community Corporation,THE JOHN STEWART COMPANY,(213) 787-2700,click here (http://hcidapp.lacity.org/mpphotos/14-121648/Photo/Website/150_2831.png),203,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=14-121648&LutSiteCD=1),C-125951,2024-08-05T00:00:00.000,-118.20893,34.04349,POINT (-118.20893 34.04349)
5020027008,70172,TWO WORLD APARTMENTS (SITE 6),In-Service,REHAB,"1048 W 42ND ST  Los Angeles, CA 90037",9,6,WEST VERNON,0,96,SENIORS,No,0,02/11/2008,3225000,17094146,0,20319146,2008,"TWO WORLDS PRESERVATION LIMITED PARTNERSHIP,",N/A,N/A,click here (http://hcidapp.lacity.org/mpphotos/070172/Photo/Website%20Site6/Two%20Worlds%201048%20W%2042nd%20St.%20-%20070172.png),99,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=070172&LutSiteCD=6),C-113107,2024-08-05T00:00:00.000,-118.29326,34.0072,POINT (-118.29326 34.0072)
5538012001,19-126549,THE WILCOX (FKA 4906-4926 SANTA MONICA),In-Service,NEW CONSTRUCTION,"4912 W SANTA MONICA BLVD  Los Angeles, CA 90029",13,1,EAST HOLLYWOOD,62,62,SPECIAL NEEDS,Yes,61,10/21/2021,5225000,0,0,5225000,2023,Wakeland Housing and Development Corporation,CONAM,(858) 614-7376,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),314,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=19-126549&LutSiteCD=1),C-139247,2024-08-05T00:00:00.000,-118.29665,34.0906,POINT (-118.29665 34.0906)
6011003063,18-125039,RUTH TEAGUE HOMES (FKA 67TH & MAIN) (SITE 2),In-Service,NEW CONSTRUCTION,"6710 S MAIN ST  Los Angeles, CA 90003",9,2,FLORENCE-FIRESTONE,0,52,SPECIAL NEEDS,Yes,0,12/14/2020,7180000,30672556,0,37852556,2024,Coalition for Responsible Community Development,CRCD PARTNERS,(310) 413-4230,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),256,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=18-125039&LutSiteCD=2),C-137511,2024-08-05T00:00:00.000,-118.27375,33.97834,POINT (-118.27375 33.97834)
5124011008,07-117233,HDR I & II (SITE 4),In-Service,REHAB,"2375 S SCARFF ST  Los Angeles, CA 90007",1,4,UNIVERSITY PARK,20,125,FAMILY,No,0,07/01/2007,0,8116043,6787000,14903043,2008,"Spruce DEV LA, LLC",PK MANAGEMENT,(216) 472-1870,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=07-117233&LutSiteCD=4),,2024-08-05T00:00:00.000,-118.28106,34.03158,POINT (-118.28106 34.03158)
5157025049,21-128247,LUCENA ON COURT (PK COURT ST),In-Service,NEW CONSTRUCTION,1919 W COURT ST CA 90026,13,1,HISTORIC FILIPINOTOWN,46,46,FAMILY,No,0,04/08/2022,0,0,0,0,2023,"Meta Development, LLC",WSH MANAGEMENT,(949) 748-8201,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=21-128247&LutSiteCD=1),,2024-08-05T00:00:00.000,-118.26691,34.06886,POINT (-118.26691 34.06886)
7449014020,70170,TOBERMAN VILLAGE / AKA VISTA ALEGRE,In-Service,NEW CONSTRUCTION,"142 W SANTA CRUZ ST 1-49  SAN PEDRO, CA 90731",15,1,SAN PEDRO,49,49,FAMILY,No,0,06/28/2010,4875640,10632391,1162445,16670476,2011,"NEW ECONOMICS FOR WOMEN,",N/A,N/A,click here (http://hcidapp.lacity.org/mpphotos/070170/Photo/Website/toberman92711_006-.png),144,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=070170&LutSiteCD=1),C-117504,2024-08-05T00:00:00.000,-118.28107,33.74429,POINT (-118.28107 33.74429)
5058024017,20289,LA 78 PRESERVATION PROJECT,In-Service,N/A,"1951 W 22ND ST  Los Angeles, CA 90018",8,1,WEST ADAMS,20,78,N/A,No,0,12/23/2002,0,0,0,0,2004,N/A,"LEONARDO MANAGEMENT, INC.",(602) 350-2931,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=020289&LutSiteCD=1),,2024-08-05T00:00:00.000,-118.30509,34.03654,POINT (-118.30509 34.03654)
5021032032,16-123326,FLORENCE MOREHOUSE (RECAP) (SITE 2),In-Service,ACQUISITION + REHAB,"1750 W MARTIN LUTHER KING BLVD  LOS ANGELES, CA 90062",8,2,WEST VERNON,41,61,FAMILY,No,0,05/31/2017,3014663,17313230,1377000,21704893,2020,Century Affordable Development Inc,N/A,N/A,click here (http://hcidapp.lacity.org/mpphotos/ImageNotAvailable.png),,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=16-123326&LutSiteCD=2),C-85460,2024-08-05T00:00:00.000,-118.31016,34.01068,POINT (-118.31016 34.01068)
2783027046,40004,PARTHENIA ST SENIOR HSNG.,In-Service,NEW CONSTRUCTION,"19455 W PARTHENIA ST 1-77  Northridge, CA 91324",12,1,CHATSWORTH,77,77,SENIORS,No,0,05/30/2006,1931627,9229203,0,11160830,2008,"VINELAND AVENUE SENIOR HOUSING, L.P.",MENORAH HOUSING FOUNDATION,(310) 475-6083,click here (http://hcidapp.lacity.org/mpphotos/040004/Photo/Website/CD%2012%20-%20Parthenia%20St.%20Senior.jpg),77,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=040004&LutSiteCD=1),C-109821,2024-08-05T00:00:00.000,-118.55738,34.22841,POINT (-118.55738 34.22841)
7417011900,50005,NEW DANA STRAND TOWNHOMES,In-Service,NEW CONSTRUCTION,"425 N WILMINGTON BLVD  Wilmington, CA 90744",15,1,WILMINGTON,116,116,FAMILY,No,0,03/28/2006,2904285,31786029,2090000,36780314,2008,MERCY HOUSING CALIFORNIA,ABODE COMMUNITIES,(213) 225-2772,click here (http://hcidapp.lacity.org/mpphotos/050005/Photo/Website/CD%2015%20-%20New%20Dana%20Strand%20Townhomes.JPG),291,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=050005&LutSiteCD=1),C-109630,2024-08-05T00:00:00.000,-118.27418,33.77485,POINT (-118.27418 33.77485)
2651009078,11-118591,TOBIAS TERRACE APARTMENTS,In-Service,NEW CONSTRUCTION,"9247 N VAN NUYS BLVD 1-56  Panorama City, CA 91402",6,1,PANORAMA CITY,56,56,FAMILY,No,0,06/19/2012,4856000,12875942,0,17731942,2013,META HOUSING CORPORATION,"SOLARI ENTERPRISES, INC",(714) 282-2520 x201,click here (http://hcidapp.lacity.org/mpphotos/11-118591/Photo/Website/11-118591.JPG),124,click here (http://hcidapp.lacity.org/ahtfReportViewer/mpreport.aspx?Project_Number=11-118591&LutSiteCD=1),C-120549,2024-08-05T00:00:00.000,-118.45064,34.23862,POINT (-118.45064 34.23862)
